Title,Author
Earthlight,Arthur C. Clarke
What I Talk About When I Talk About Running,Haruki Murakami
"Krakatoa: The Day the World Exploded: August 27, 1883",Simon Winchester
A Thousand Splendid Suns,Khaled Hosseini
Echo Park,Michael Connelly
Loving and Leaving the Good Life,Helen Nearing
Bicycle Diaries,David Byrne
How to Live Safely in a Science Fictional Universe,Charles Yu
